,LGA_CODE21,LGA_NAME21,AREASQKM21,LATITUDE,LONGITUDE
404,52590,Dandaragan,6711.5721,-30.539600310138344,115.50608064057789
405,52660,Dardanup,525.8017,-33.41541160099368,115.85192552573118
406,52730,Denmark,1859.8487,-34.89047114273524,117.1188389430638
407,52800,Derby-West Kimberley,119730.9696,-17.791042738127725,124.97751708522998
408,52870,Donnybrook-Balingup,1559.856,-33.66953967527985,115.97354886721907
409,52940,Dowerin,1863.0851,-31.10764288617915,117.11127863712197
410,53010,Dumbleyung,2539.2249,-33.224487959909865,117.96453791568203
411,53080,Dundas,92886.3668,-32.011315045631996,124.41795311837626
412,53150,East Fremantle,3.1384,-32.03792684169169,115.76817815483369
413,53220,East Pilbara,372295.6721,-21.76844888948409,123.59649670989414
414,53290,Esperance,44797.5456,-33.22195889651316,122.25029128818427
415,53360,Exmouth,6488.2097,-22.521676702512536,114.16702147110625
416,53430,Fremantle,19.2892,-32.05742523428342,115.76613755017827
417,53570,Gingin,3208.3585,-31.191566614987877,115.69918473685773
418,53640,Gnowangerup,4265.0423,-34.06212170137631,118.28875253290803
419,53710,Goomalling,1835.4294,-31.242827547472764,116.78475829545563
420,53780,Gosnells,127.2976,-32.06621838309777,115.99214747407963
421,53800,Greater Geraldton,9909.0002,-28.561534481148907,115.4971589873486
422,53920,Halls Creek,133045.9733,-19.258097461092248,127.61680439877662
423,53990,Harvey,1727.607,-33.10109142106716,115.91250634132577
424,54060,Irwin,2369.3298,-29.326028619557114,115.09182192056159
425,54130,Jerramungup,6511.1803,-34.0705825779615,119.1011887608596
426,54170,Joondalup,98.942,-31.78348465464307,115.76670948087495
427,54200,Kalamunda,324.2958,-32.01223166654362,116.1227741255727
428,54280,Kalgoorlie-Boulder,95500.292,-30.749408175133716,125.05132900983307
429,54310,Karratha,15238.2934,-21.049283723747287,117.03601272632233
430,54340,Katanning,1518.1854,-33.64828696501427,117.6842268641296
431,54410,Kellerberrin,1915.433,-31.58233234911254,117.8145362347277
432,54480,Kent,5624.5818,-33.55081583108889,118.57224593168415
433,54550,Kojonup,2930.9925,-33.90762314441267,117.0480225122296
434,54620,Kondinin,7440.8016,-32.427303586581964,119.18480943783253
435,54690,Koorda,2832.313,-30.59047808278671,117.42547181579346
436,54760,Kulin,4718.9219,-32.717506600112536,118.57611653016339
437,54830,Kwinana,120.0123,-32.22767681294198,115.82867276797984
438,54900,Lake Grace,11886.3198,-33.05988360745853,119.28753871288417
439,54970,Laverton,179993.971,-27.891100716349552,125.40167415237711
440,55040,Leonora,31915.0562,-28.212314277286453,121.1453758312089
441,55110,Mandurah,174.8968,-32.63378256783841,115.68293480824796
442,55180,Manjimup,7029.6076,-34.55712676501327,116.32568898212419
443,55250,Meekatharra,100188.5478,-25.1400967828243,118.86402263604059
444,55320,Melville,52.8505,-32.04743321877322,115.82939887206943
445,55390,Menzies,124115.424,-29.575095470565085,123.97110701328016
446,55460,Merredin,3293.7824,-31.515314232906835,118.35935912377417
447,55530,Mingenew,1934.8857,-29.158185767286525,115.48425989734162
448,55600,Moora,3763.0254,-30.498044772388884,116.18545433013782
449,55670,Morawa,3510.5929,-29.06690606768056,116.01709776023097
450,55740,Mosman Park,4.3472,-32.014791000368554,115.76555645737983
451,55810,Mount Magnet,13858.1182,-28.238052082566146,117.97641855994804
452,55880,Mount Marshall,10184.5937,-30.183752647836304,117.96218800809856
453,55950,Mukinbudin,3426.944,-30.629940015405616,118.31114605998332
454,56090,Mundaring,643.2012,-31.89992338526172,116.25164221179102
455,56160,Murchison,45046.0922,-26.75183302867848,116.29976431656296
456,56230,Murray,1703.4688,-32.62364926369339,115.98944232161787
457,56300,Nannup,3053.9361,-34.128422489507486,115.66390703982583
458,56370,Narembeen,3809.0285,-32.04710219004396,118.65385853449692
459,56460,Narrogin,1631.3024,-32.99536465921813,117.26226001774998
460,56580,Nedlands,19.6449,-31.972436172901585,115.78958828049483
461,56620,Ngaanyatjarraku,159815.9632,-25.09485756339644,126.835294969562
462,56730,Northam,1431.2215,-31.685933893650734,116.63600663241972
463,56790,Northampton,12543.7142,-27.753066149932472,114.64592424510911
464,56860,Nungarin,1166.0245,-31.149380331005244,118.20809846052177
465,56930,Peppermint Grove,1.0677,-31.99931982010277,115.76715345058189
466,57000,Perenjori,8301.3551,-29.44392715144534,116.61142659732653
467,57080,Perth,13.7335,-31.96015784525514,115.84656515380368
468,57140,Pingelly,1294.5721,-32.51994562679528,117.22205702577172
469,57210,Plantagenet,4876.682,-34.597205532577235,117.56197963125764
470,57280,Port Hedland,18417.0777,-20.929109469630998,118.67321322223947
471,57350,Quairading,2016.9268,-32.00480222253798,117.42345020030773
472,57420,Ravensthorpe,9841.7504,-33.61618205187206,120.13860867022215
473,57490,Rockingham,257.4979,-32.344169141198186,115.78900754713155
474,57630,Sandstone,32605.2912,-28.335900857558475,119.17312273885486
475,57700,Serpentine-Jarrahdale,901.2054,-32.344242401411584,116.03434173990082
476,57770,Shark Bay,24201.5491,-26.53670671742571,114.525144455058
477,57840,South Perth,19.8114,-31.997843661520257,115.8700255087035
478,57910,Stirling,104.7273,-31.88567985032093,115.8196376211133
479,57980,Subiaco,5.6182,-31.952009532932962,115.81872956227606
480,58050,Swan,1042.9936,-31.741263919754516,116.0674232172859
481,58190,Tammin,1101.692,-31.606662786397084,117.49500131009428
482,58260,Three Springs,2656.6928,-29.525753922346233,115.57732627080688
483,58330,Toodyay,1691.6485,-31.471079282481515,116.38066526546282
484,58400,Trayning,1651.2043,-31.143998266592348,117.80688362940327
485,58470,Upper Gascoyne,57809.8737,-24.72657583857869,116.35512128200551
486,58510,Victoria Park,17.9396,-31.979700298576695,115.9014807118026
487,58540,Victoria Plains,2551.0132,-31.01432160404646,116.31960450752253
488,58570,Vincent,11.3771,-31.93127701159698,115.85255529183902
489,58610,Wagin,1946.1763,-33.276680108085195,117.36993964530379
490,58680,Wandering,1903.8645,-32.5471693516555,116.58126572915917
491,58760,Wanneroo,683.2602,-31.61175146301629,115.7629598491388
492,58820,Waroona,832.2285,-32.85793894185496,115.92010605507494
493,58890,West Arthur,2831.8272,-33.457116736095394,116.73937787943231
494,59030,Westonia,3319.4496,-30.967563331939875,118.65625726583639
495,59100,Wickepin,2040.8985,-32.80695127721576,117.67177219520318
496,59170,Williams,2304.7119,-33.07141363917751,116.72809988596612
497,59250,Wiluna,181297.3382,-25.312014498362394,122.24508907807405
498,59310,Wongan-Ballidu,3365.0675,-30.71711732721204,116.84262469491247
499,59320,Woodanilling,1128.8348,-33.53365239994682,117.33807294375828
500,59330,Wyalkatchem,1594.4884,-31.18667559327059,117.43528746609421
501,59340,Wyndham-East Kimberley,112066.3217,-15.558958847356374,127.05169177789661
502,59350,Yalgoo,27949.4641,-28.565159607849537,117.05028339298939
503,59360,Yilgarn,30428.7648,-30.957334406286623,119.34199519848492
504,59370,York,2131.5916,-31.92636626799958,116.73543850414124
505,59499,No usual address (WA),0.0,0.0,0.0
506,59799,Migratory - Offshore - Shipping (WA),0.0,0.0,0.0
507,60210,Break O'Day,3523.8858,-41.42529504596939,148.04989952199253
508,60410,Brighton,171.1508,-42.71932780206309,147.26095841596816
509,60610,Burnie,610.9528,-41.21604475113563,145.80619905664912
510,60810,Central Coast (Tas.),933.0891,-41.28123461516421,146.04002867906536
511,61010,Central Highlands (Tas.),7982.4155,-42.212332603545164,146.64606342994918
512,61210,Circular Head,4897.6511,-41.07893565101771,145.01465981751147
513,61410,Clarence,377.9614,-42.837013460530386,147.4341402052992
514,61510,Derwent Valley,4108.1113,-42.81295666644889,146.42136179289912
515,61610,Devonport,111.259,-41.20868388120791,146.31190471812752
516,61810,Dorset,3230.5456,-41.07210843434459,147.70851957796629
517,62010,Flinders (Tas.),1996.6244,-40.11935416977833,148.09785400901347
518,62210,George Town,653.4308,-41.10216543072083,147.02602236647826
519,62410,Glamorgan-Spring Bay,2591.591,-42.26916987054396,147.9653515701881
520,62610,Glenorchy,121.1632,-42.83932216176027,147.21977313970837
521,62810,Hobart,77.8965,-42.897833394038635,147.28761332786428
522,63010,Huon Valley,5507.3541,-43.25141669462887,146.5971597675253
523,63210,Kentish,1156.1888,-41.45395625499723,146.18351977230415
524,63410,King Island,1095.7407,-39.86380076404174,143.98548599306474
525,63610,Kingborough,720.1093,-43.18918531478368,147.26233944378006
526,63810,Latrobe (Tas.),600.4619,-41.243970129250755,146.560026754645
527,64010,Launceston,1413.6306,-41.36062127234812,147.3058197969527
528,64210,Meander Valley,3330.8146,-41.626641347398845,146.48478681099857
529,64610,Northern Midlands,5135.2505,-41.84017397054402,147.4601731893485
530,64810,Sorell,583.7723,-42.77866697225245,147.6961506884253
531,65010,Southern Midlands,2615.4935,-42.43454927127603,147.4005556616801
532,65210,Tasman,660.3947,-43.05467412449944,147.83465721711656
533,65410,Waratah-Wynyard,3535.9075,-41.38322844753551,145.49538615983798
534,65610,West Coast,9583.5388,-42.29817504670739,145.637324287131
535,65810,West Tamar,691.1537,-41.28162856545986,146.86440239244513
536,69499,No usual address (Tas.),0.0,0.0,0.0
537,69799,Migratory - Offshore - Shipping (Tas.),0.0,0.0,0.0
538,70200,Alice Springs,327.7132,-23.73505937766741,133.85477694526264
539,70420,Barkly,322710.4145,-19.44407458683211,135.0847290821921
540,70540,Belyuen,41.4054,-12.53817075269162,130.68318924694316
541,70620,Central Desert,281338.022,-21.489803422667,132.4150166921068
542,70700,Coomalie,2056.0547,-13.125738305668174,131.08286276125128
543,71000,Darwin,111.2614,-12.398400651864323,130.88701824046734
544,71150,Darwin Waterfront Precinct,0.7447,-12.469264500880739,130.84672085637158
545,71300,East Arnhem,33309.9334,-12.933229937217245,135.7455392517816
546,72200,Katherine,7416.6444,-14.690158844400788,132.1950905987114
547,72300,Litchfield,2903.3391,-12.537438070749566,131.1217920875646
548,72330,MacDonnell,268339.0281,-24.63728262879182,133.16155332851724
549,72800,Palmerston,52.6559,-12.502505532985195,130.9791854897338
550,73600,Roper Gulf,185213.4546,-15.434851896160195,134.65119197986695
551,74050,Tiwi Islands,7483.1661,-11.559831573134748,130.81630485645033
552,74550,Victoria Daly,153287.3722,-16.24958441602167,130.6586324021987
553,74560,Wagait,5.6628,-12.44123691373582,130.74978878183933
554,74660,West Arnhem,49675.0342,-12.50804432373627,133.258522127985
555,74680,West Daly,14069.698,-14.222993447721947,130.06034810718373
556,79399,Unincorporated NT,19792.8884,-13.112350429635152,131.1871841421436
557,79499,No usual address (NT),0.0,0.0,0.0
558,79799,Migratory - Offshore - Shipping (NT),0.0,0.0,0.0
559,89399,Unincorporated ACT,2358.133,-35.48869680789089,149.00250087629084
560,89499,No usual address (ACT),0.0,0.0,0.0
561,89799,Migratory - Offshore - Shipping (ACT),0.0,0.0,0.0
562,99399,Unincorp. Other Territories,105.8806,-33.01264018322441,156.73170604163326
563,99499,No usual address (OT),0.0,0.0,0.0
564,99799,Migratory - Offshore - Shipping (OT),0.0,0.0,0.0
565,ZZZZZ,Outside Australia,0.0,0.0,0.0
